primary_contact_id,contact_channel,transcript_created_date_at_utc,is_retail_agent,subject,transcript,summary,error,contact_reason,contact_audience,retailer,product,order_id,jira_ticket,notes


To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com.


Daniel
Instacart Retail Support

thread::rHxTJHM9OeK1cOcfh20U6Sk::

=== NEXT MESSAGE ===

Message 3 (2025-06-18 22:39:26.000 Z):
Thank you!!


Can you look at 753 someone I think deleted shifts for Instacart pickup, and I cant get them back open.

From: Retail Support <retailsupport@instacart.com>
Sent: Wednesday, June 18, 2025 8:15 PM
To: Gousha, Allison R <allison.gousha@stores.kroger.com>
Cc: Sanders, Craig A <craig.sanders@kroger.com>; LO E-Commerce Mgmt <LOE-CommerceMgmt@kroger.com>
Subject: RE: Instacart Louisville

** [EXTERNAL EMAIL]: Do not click links or open attachments unless you recognize the sender and know the content is safe. **

Hello Allison,

Thank you for reaching out to Instacart Partner Support. My name is Daniel, and I will be assisting you today.

I have submitted a case to our Live Ops department to have delivery for Louisville 186 turned off per your request. Additionally, I have requested Lou 753 be turned on for delivery on 6/20/25 per your request.

Here is a reference number for the case: 55846202.

If you have any questions, please feel free to email me. I'm always willing and ready to help.

Best regards,

Daniel

Instacart Partner Support



--------------- Original Message ---------------
From: Gousha, Allison R [allison.gousha@stores.kroger.com]
Sent: 6/18/2025, 6:39 PM
To: craig.sanders@kroger.com<mailto:craig.sanders@kroger.com>; retailsupport@instacart.com<mailto:retailsupport@instacart.com>; loe-commercemgmt@kroger.com<mailto:loe-commercemgmt@kroger.com>
Subject: Instacart Louisville


Good evening
We will need to turn off delivery for Louisville 186. I will
Confirm when they can come back on per health dept.



Lou 753 can come back on Friday 6/20 for delivery.

Thank you

________________________________

This e-mail message, including any attachments, is for the sole use of the intended recipient(s) and may contain information that is confidential and protected by law from unauthorized disclosure. Any unauthorized review, use, disclosure or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply e-mail and destroy all copies of the original message.


To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com<mailto:retailsupport+unsubscribe@instacart.com>.


Daniel
Instacart Retail Support[https://instacartcustomerexperience.my.salesforce.com/servlet/servlet.ImageServer?oid=00DHs000001RJBk&esid=018Uc00000WhMUM&from=ext]

thread::rHxTJHM9OeK1cOcfh20U6Sk::


________________________________

This e-mail message, including any attachments, is for the sole use of the intended recipient(s) and may contain information that is confidential and protected by law from unauthorized disclosure. Any unauthorized review, use, disclosure or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply e-mail and destroy all copies of the original message.

To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com.

=== NEXT MESSAGE ===

Message 4 (2025-06-18 22:39:26.000 Z):
Hi Allison,

Thank you for your prompt response. I truly appreciate the opportunity to assist you further.

Please rest assured that I have escalated your concern to our Live Ops team for a thorough review. They will address your deleted shifts concerns promptly and provide a follow-up as soon as possible. If there’s anything else I can assist you with in the meantime, please don’t hesitate to let me know.

Case 55846202

Best regards,

Daniel
Insacart Partner Support.


--------------- Original Message ---------------
From: Gousha, Allison R [allison.gousha@stores.kroger.com]
Sent: 6/18/2025, 8:15 PM
To: retailsupport@instacart.com
Subject: RE: Instacart Louisville

Thank you!!


Can you look at 753 someone I think deleted shifts for Instacart pickup, and I cant get them back open.


From: Retail Support <retailsupport@instacart.com>
Sent: Wednesday, June 18, 2025 8:15 PM
To: Gousha, Allison R <allison.gousha@stores.kroger.com>
Cc: Sanders, Craig A <craig.sanders@kroger.com>; LO E-Commerce Mgmt <LOE-CommerceMgmt@kroger.com>
Subject: RE: Instacart Louisville


** [EXTERNAL EMAIL]: Do not click links or open attachments unless you recognize the sender and know the content is safe. **

Hello Allison,

Thank you for reaching out to Instacart Partner Support. My name is Daniel, and I will be assisting you today.

I have submitted a case to our Live Ops department to have delivery for Louisville 186 turned off per your request. Additionally, I have requested Lou 753 be turned on for delivery on 6/20/25 per your request.

Here is a reference number for the case: 55846202.

If you have any questions, please feel free to email me. I'm always willing and ready to help.

Best regards,

Daniel

Instacart Partner Support




--------------- Original Message ---------------
From: Gousha, Allison R [allison.gousha@stores.kroger.com]
Sent: 6/18/2025, 6:39 PM
To: craig.sanders@kroger.com; retailsupport@instacart.com;  loe-commercemgmt@kroger.com
Subject: Instacart Louisville


Good evening

We will need to turn off delivery for Louisville 186. I will

Confirm when they can come back on per health dept.




Lou 753 can come back on Friday 6/20 for delivery.


Thank you



This e-mail message, including any attachments, is for the sole use of the intended recipient(s) and may contain information that is confidential and protected by law from unauthorized disclosure. Any unauthorized review, use, disclosure or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply e-mail and destroy all copies of the original message.


To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com.


Daniel
Instacart Retail Support

thread::rHxTJHM9OeK1cOcfh20U6Sk::



This e-mail message, including any attachments, is for the sole use of the intended recipient(s) and may contain information that is confidential and protected by law from unauthorized disclosure. Any unauthorized review, use, disclosure or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply e-mail and destroy all copies of the original message.


To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com.


Daniel
Instacart Retail Support",Retailer reported delivery suspension for one location and requested shift restoration for another.,,Store Closures/Hours :: Store Closures and Adjusted Hours,Retailer / Retailer Account Manager,Kroger,,,,The retailer requested delivery suspension for Louisville 186 due to health department guidance and reported deleted shifts for location 753.
65780c35-ddf0-4d59-9bed-d8719d1e04bb,phone,2025-09-21 21:45:31.722,1,,"[21:45:31 retailer]: it's so bad thing
[21:45:34 agent]: thank you for calling usac retires department name is kay how can i assist today
[21:45:38 retailer]: hi my name is grace gram with a hai in grimes
[21:45:43 retailer]: i was wondering whether or not you could push through and complete an order for me
[21:45:49 agent]: yeah can i get the order number and the customer's name so i can go ahead and appreciate the group
[21:45:51 retailer]: yeah of course it's three eight nine eight six eight three two
[21:46:02 retailer]: and that's jane ambrose
[21:46:06 agent]: alright thank you for that information bear with me one moment
[21:46:10 retailer]: yeah i have all of the items back here and everything i just need it completed
[21:46:31 agent]: okay
[21:46:36 agent]: bear with me one moment let me go ahead and get back completed for you okay
[21:46:39 retailer]: alright thank you
[21:46:40 agent]: thank you please hold
[21:46:55 retailer]: you can take any of those i don't
[21:47:04 retailer]: i like the strawberry one the strawberry one's actually pretty good it's just like strawberry lemonade one
[21:47:14 retailer]: what's the new data
[21:47:24 retailer]: ago i
[21:47:35 retailer]: yeah yeah
[21:47:37 retailer]: one second
[21:47:41 retailer]: give me on hold but
[21:47:44 retailer]: we have only like this many left like four
[21:47:49 retailer]: so i'm gonna guess i've already been claimed
[21:48:05 retailer]: haart past
[21:48:15 retailer]: she hangs up on me hello
[21:48:16 agent]: alrighty hello
[21:48:19 agent]: no i didn't hang up on email just bear with me one moment i have how do you have the shopper refresher device please
[21:48:21 retailer]: i'm sorry
[21:48:24 retailer]: no you're fine
[21:48:27 retailer]: okay you wanna refresh your phone
[21:48:32 retailer]: i didn't hear the whole music for once and i was afraid you hung up on me
[21:48:55 retailer]: yeah it's it's not being completed yep it just went through
[21:49:00 retailer]: yes thank you so much ma'am i appreciate it
[21:49:03 agent]: no problem thank you for calling mister star bye bye for now
[21:49:06 retailer]: thank you",Retailer requested assistance to complete an order for a customer.,,Order Cancellations and Modifications :: Order Modification Requests,Retailer / Retailer Account Manager,,,38986832,,
